dialogue_id,sent_idx,turn,role,text,er_label,ee_label
20180723-042421_113_live,22,6,persuader,"Sponsoring a child gives the chance to grow up healthy, educated and safe ??Â¸??Â¸ forever changing the course of their life and future.",logical-appeal,
20180723-042421_113_live,23,6,persuader,"You can select a child according to your choice by age, gender",donation-information,
20180723-042421_113_live,24,6,persuadee,That is appealing.,,positive-reaction-to-donation
20180723-042421_113_live,25,6,persuadee,Does the charity send updates on how the child is doing if I sponsor?,,task-related-inquiry
20180723-042421_113_live,26,7,persuader,Ya... Definitely they will update you every information about the child you are donating,positive-to-inquiry,
20180723-042421_113_live,27,7,persuadee,How does the sponsorship work?,,task-related-inquiry
20180723-042421_113_live,28,7,persuadee,Do I make a monthly donation?,,task-related-inquiry
20180723-042421_113_live,29,7,persuadee,I can't afford much.,,negative-reaction-to-donation
20180723-042421_113_live,30,7,persuadee,What is the minimum dollar amount?,,ask-donation-procedure
20180723-042421_113_live,31,8,persuader,You can Sponsor a child for just $36 a month,donation-information,
20180723-042421_113_live,32,8,persuadee,What do you think?,,task-related-inquiry
20180723-042421_113_live,33,9,persuader,Ya.. It will definitely work and save the children's future..,logical-appeal,
20180723-042421_113_live,34,9,persuadee,OK. Glad that we came to an agreement.,,positive-reaction-to-donation
20180723-042421_113_live,35,9,persuadee,How do we end this task?,,off-task
20180723-080248_452_live,0,0,persuader,Hello!,greeting,
20180723-080248_452_live,1,0,persuader,Ho are you doing today?,greeting,
20180723-080248_452_live,2,0,persuadee,"doing fine, what about you",,greeting
20180723-080248_452_live,3,1,persuader,I'm doing great but i would feel so much better if you let me tell you about one amazing charity,credibility-appeal,
20180723-080248_452_live,4,1,persuadee,go ahead :),,acknowledgement
20180723-080248_452_live,5,1,persuadee,i'm listening,,acknowledgement
20180723-080248_452_live,6,2,persuader,I'm working for Save the Children charity!,other,
20180723-080248_452_live,7,2,persuader,Have you heard about it?,source-related-inquiry,
20180723-080248_452_live,8,2,persuadee,I don't think so.,,negative-to-inquiry
20180723-080248_452_live,9,3,persuader,It's a great charity that helps children i developing countries and they are also currently helping at the US Mexican border to reunite children with their families,credibility-appeal,
20180723-080248_452_live,10,3,persuadee,such an important job!,,positive-reaction-to-donation
20180723-080248_452_live,11,3,persuadee,Tell me more,,ask-org-info
20180723-080248_452_live,12,4,persuader,Sure!,acknowledgement,
20180723-080248_452_live,13,4,persuader,"There was this little boy in Africa, he was only 1 year old and he died of hunger.",emotion-appeal,
20180723-080248_452_live,14,4,persuader,It breaks my heart,emotion-appeal,
20180723-080248_452_live,15,4,persuadee,so sad.,,other
20180723-080248_452_live,16,4,persuadee,How can i help?,,task-related-inquiry
20180723-080248_452_live,17,5,persuader,i'm glad you asked!,acknowledgement,
20180723-080248_452_live,18,5,persuader,you can help save children like that boy by donating to Save the Children,proposition-of-donation,
20180723-080248_452_live,19,5,persuadee,how do i know money will go to children and it's not a scam?,,task-related-inquiry
20180723-080248_452_live,20,6,persuader,This charity is one of the most top rated in the world.,credibility-appeal,
20180723-080248_452_live,21,6,persuader,You can also check out their website to see for yourself  URL,credibility-appeal,
20180723-080248_452_live,22,6,persuadee,"great, let me check it out",,acknowledgement
20180723-080248_452_live,23,7,persuader,sure!,acknowledgement,
20180723-080248_452_live,24,7,persuader,Take your time.,other,
20180723-080248_452_live,25,7,persuader,I'm here whenever you are ready,other,
20180723-080248_452_live,26,7,persuadee,so i like that 86% is going to the cause.,,positive-reaction-to-donation
20180723-080248_452_live,27,8,persuader,yes!,acknowledgement,
20180723-080248_452_live,28,8,persuader,You see?,acknowledgement,
20180723-080248_452_live,29,8,persuader,This charity is credible and people who work for it are professionals and have big hearts.,credibility-appeal,
20180723-080248_452_live,30,8,persuader,would you like to donate and save the children?,proposition-of-donation,
20180723-080248_452_live,31,8,persuadee,I probably will.,,positive-reaction-to-donation
20180723-080248_452_live,32,8,persuadee,Is there a minimum i can donate?,,ask-donation-procedure
20180723-080248_452_live,33,9,persuader,you can donate as much as 2$ or as little as couple of cents.,foot-in-the-door,
20180723-080248_452_live,34,9,persuader,I encourage you to donate as much as you can,proposition-of-donation,
20180723-080248_452_live,35,9,persuadee,"hmmm, let me think about it",,neutral-reaction-to-donation
20180723-100140_767_live,0,0,persuader,"You know a lot of children in this world go through hardships, and your destiny is determined on where you are born?",emotion-appeal,
20180723-100140_767_live,1,0,persuadee,I guess that is true.,,acknowledgement
20180723-100140_767_live,2,0,persuadee,I have never thought about destiny being determined by where you are born though.,,other
20180723-100140_767_live,3,1,persuader,"Yeah, so the chances of being born in the United States are very low, but you and I could have been born in a third world country where children are exploited",emotion-appeal,
20180723-100140_767_live,4,1,persuadee,That really is terrible to think about.,,positive-reaction-to-donation
20180723-100140_767_live,5,1,persuadee,We are pretty lucky to have been born in the United States.,,positive-reaction-to-donation
20180723-100140_767_live,6,2,persuader,"Yes of course, especially when the world is how it is today, and do you remember the debate about Kony in 2012?",task-related-inquiry,
20180723-100140_767_live,7,2,persuadee,I don't really remember much about it but I know the basics,,negative-to-inquiry
20180723-100140_767_live,8,3,persuader,Yeah so people donated money to help children in need.,self-modeling,
20180723-100140_767_live,9,3,persuader,Would you like to donate money to this charity?,proposition-of-donation,
20180723-100140_767_live,10,3,persuader,It's called Save The Children and it's really helpful for kids who aren't as lucky as us and are born in countries that are ravaged by war.,credibility-appeal,
20180723-100140_767_live,11,3,persuadee,Is this a legit charity?,,ask-org-info
20180723-100140_767_live,12,3,persuadee,Do you have personal experience?,,personal-related-inquiry
20180723-100140_767_live,13,4,persuader,"Yes so what it is is that it's a charity that has international impact, for example where there is lack of support like Syria.",credibility-appeal,
20180723-100140_767_live,14,4,persuader,"In the first two months of 2018, 1,000 children were killed or injured in the violence in Syria.",credibility-appeal,
20180723-100140_767_live,15,4,persuader,We help with medical costs and funding volunteers.,credibility-appeal,
20180723-100140_767_live,16,4,persuadee,That sounds important.,,positive-reaction-to-donation
20180723-100140_767_live,17,4,persuadee,How much of a donation are you looking for?,,ask-donation-procedure
20180723-100140_767_live,18,5,persuader,"Well I wouldn't ask more than what a candy bar costs, I know we live in hard times right now.",other,
20180723-100140_767_live,19,5,persuader,Anything between 10 to 50 cents helps.,foot-in-the-door,
20180723-100140_767_live,20,5,persuadee,That seems reasonable.,,other
20180723-100140_767_live,21,5,persuadee,Yes I would like to make a donation.,,agree-donation
20180723-100140_767_live,22,6,persuader,"Okay thank you, the charity really appreciates your donation today and thanks you, how much would you like to do?",ask-donation-amount,
20180723-100140_767_live,23,6,persuadee,I can $1 today,,provide-donation-amount
20180723-100140_767_live,24,7,persuader,Wow thank you!,thank,
20180723-100140_767_live,25,7,persuader,Just think of everyone who could donate a dollar and help kids in other countries little by little. You're an awesome person.,logical-appeal,
20180723-100140_767_live,26,7,persuadee,No problem!,,acknowledgement
20180723-100140_767_live,27,7,persuadee,I wish I could do more.,,agree-donation
20180723-100140_767_live,28,8,persuader,"Maybe next time you hear about the charity, or if someone asks you to donate something, just give a little each time.",foot-in-the-door,
20180723-100140_767_live,29,8,persuader,It's worth it you know?,other,
20180723-100140_767_live,30,8,persuadee,That is a good idea.,,positive-reaction-to-donation
20180723-100140_767_live,31,8,persuadee,I will also tell others about this charity.,,other
20180723-100140_767_live,32,9,persuader,Thank you!,thank,
20180723-100140_767_live,33,9,persuader,Have a great Monday!,closing,
20180723-100140_767_live,34,9,persuadee,Thank you!,,thank
20180723-100140_767_live,35,9,persuadee,You too,,closing
20180723-100855_385_live,0,0,persuader,Hi...,greeting,
20180723-100855_385_live,1,0,persuader,how are you today?,greeting,
20180723-100855_385_live,2,0,persuader,The research team is helping an organization called 'Save the Children'.,credibility-appeal,
20180723-100855_385_live,3,0,persuader,Have you heard of it?,source-related-inquiry,
20180723-100855_385_live,4,0,persuadee,im doing well!,,greeting
20180723-100855_385_live,5,0,persuadee,How about you?,,greeting
20180723-100855_385_live,6,0,persuadee,I have heard about it but would love to learn more about it,,positive-to-inquiry
20180723-100855_385_live,7,1,persuader,Im fine thank you.,greeting,
20180723-100855_385_live,8,1,persuader,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,
20180723-100855_385_live,9,1,persuadee,Wow!,,other
20180723-100855_385_live,10,1,persuadee,Thats awesome!,,positive-reaction-to-donation
20180723-100855_385_live,11,2,persuader,Save the Children has a proven track record of using donations efficiently and effectively.,credibility-appeal,
20180723-100855_385_live,12,2,persuader,There are several children around us who are below poverty line and needed a helping hand.,emotion-appeal,
20180723-100855_385_live,13,2,persuader,It would be great if you can make a contribution from your side for this venture.,logical-appeal,
20180723-100855_385_live,14,2,persuadee,I would love to help in anyway I can.,,positive-reaction-to-donation
20180723-100855_385_live,15,2,persuadee,I wish everyone was equally ok and I know that everybit counts,,positive-reaction-to-donation
20180723-100855_385_live,16,3,persuader,It is a great relief that there are people like you who still cares.,praise-user,
20180723-100855_385_live,17,3,persuadee,Oh yeah!,,acknowledgement
20180723-100855_385_live,18,3,persuadee,Many people should be like that,,positive-reaction-to-donation
20180723-100855_385_live,19,4,persuader,"Yes, it may be little as the price of a candy.",logical-appeal,
20180723-100855_385_live,20,4,persuader,But it still makes the ripple effect in many lives.,logical-appeal,
20180723-100855_385_live,21,4,persuadee,How many people are currently donating?,,task-related-inquiry
20180723-100855_385_live,22,5,persuader,42% of their funding is from US.,credibility-appeal,
20180723-100855_385_live,23,5,persuader,"National, State & Local Govs, 20% from UN & Other Multi-Lateral Funding Institutions, 19% from Individuals like you and me, 11% from corporations, 7% from Foundations and 1% from other sources.",credibility-appeal,
20180723-100855_385_live,24,5,persuader,You can get further details from  URL,credibility-appeal,
20180723-100855_385_live,25,5,persuadee,Oh OK!,,acknowledgement
20180723-100855_385_live,26,5,persuadee,I will look into that.,,acknowledgement
20180723-100855_385_live,27,5,persuadee,So what do I need to donate?,,ask-donation-procedure
20180723-100855_385_live,28,6,persuader,Your donation will be directly deducted from your task payment.,donation-information,
20180723-100855_385_live,29,6,persuader,You can choose any amount from $0 to all your payment.,donation-information,
20180723-100855_385_live,30,6,persuadee,Ok cool!,,acknowledgement
20180723-100855_385_live,31,6,persuadee,It's nice to know that people are donating to such a great cause,,positive-reaction-to-donation
20180723-100855_385_live,32,7,persuader,How much do you like to donate to the charity now?,ask-donation-amount,
20180723-100855_385_live,33,7,persuader,The research team will collect all donations and send it to Save the Children.,donation-information,
20180723-100855_385_live,34,7,persuadee,Unfortunately I can't donate anything right now,,disagree-donation
20180723-100855_385_live,35,8,persuader,ohh that is really sad to hear.,other,
20180723-100855_385_live,36,8,persuader,You can donate as little as you want.,foot-in-the-door,
20180723-100855_385_live,37,8,persuader,But it will make a huge difference for those in need.,foot-in-the-door,
20180723-100855_385_live,38,8,persuadee,I will keep that in mind.,,positive-reaction-to-donation
20180723-100855_385_live,39,8,persuadee,When I get my next paycheck I will go to the website and donate.,,positive-reaction-to-donation
20180723-100855_385_live,40,8,persuadee,Thank you for filling me in on information regarding the charity,,thank
20180723-100855_385_live,41,9,persuader,That is very thoughtful of you.,praise-user,
20180723-100855_385_live,42,9,persuader,Appreciate your consideration of doing such an act for a greater course.,thank,
20180723-100855_385_live,43,9,persuadee,Of course!,,acknowledgement
20180723-100855_385_live,44,9,persuadee,Hope you have an amazing rest of the day,,closing
20180808-015530_429_live,0,0,persuader,HI I would like to tell you About a childrens charity called Save the CHildren.,task-related-inquiry,
20180808-015530_429_live,1,0,persuadee,ok please do,,positive-to-inquiry
20180808-015530_429_live,2,1,persuader,"Save the Children is an international non-governmental organization that promotes childrens rights, provides relief and helps support children in developing countries.",credibility-appeal,
20180808-015530_429_live,3,1,persuader,"Donations are extremely important in order for children to have their rights to healthcare, education, safety, etc",logical-appeal,
20180808-015530_429_live,4,1,persuader,If you were to donate you would be making a huge impact for these children and on the world,logical-appeal,
20180808-015530_429_live,5,1,persuadee,ok sounds good.,,acknowledgement
20180808-015530_429_live,6,1,persuadee,How much many are we talking and how you want me to pay,,ask-donation-procedure
20180808-015530_429_live,7,2,persuader,THe amount is totally up to you.,donation-information,
20180808-015530_429_live,8,2,persuader,You can choose between $ to all of your payment you will be making by completing this task.,donation-information,
20180808-015530_429_live,9,2,persuader,The amount will be deducted from your task payment.,donation-information,
20180808-015530_429_live,10,2,persuader,Before you say no would you like to hear of some more reason as to why you should donate?,task-related-inquiry,
20180808-015530_429_live,11,2,persuadee,how about .50 cents,,provide-donation-amount
20180808-015530_429_live,12,3,persuader,0.50 would surely help these children.,confirm-donation,
20180808-015530_429_live,13,3,persuader,So then you would be willing to donate 0.50 of the money you earn from completing this taks?,confirm-donation,
20180808-015530_429_live,14,3,persuadee,yes I confirm .50,,provide-donation-amount
20180808-015530_429_live,15,4,persuader,Ok so let me tell you this.,other,
20180808-015530_429_live,16,4,persuader,0.50 cents would help so much but 0.60 would be even better.,ask-donate-more,
20180808-015530_429_live,17,4,persuader,Let me tell you why.,other,
20180808-015530_429_live,18,4,persuader,Millians of syrian children have grown up facing the threat of daily violence,emotion-appeal,
20180808-015530_429_live,19,4,persuader,In 2018 1000 children were killed in violence,emotion-appeal,
20180808-015530_429_live,20,4,persuader,A donation of 0.60 can address these problems,logical-appeal,
20180808-015530_429_live,21,4,persuadee,ok .60 firm this time,,provide-donation-amount
20180808-015530_429_live,22,5,persuader,I am so glad you are willing to donate.,thank,
20180808-015530_429_live,23,5,persuader,"Before you donate I just want u to think about how much money you spend on unnecessary items like eating out, snacks, going out.",logical-appeal,
20180808-015530_429_live,24,5,persuader,Money can be used in so many more meaningful ways..,logical-appeal,
20180808-015530_429_live,25,5,persuader,Dont you agree,task-related-inquiry,
20180808-015530_429_live,26,5,persuadee,"Yes but that is a private issue between me and me, not you and me.",,positive-to-inquiry
20180808-015530_429_live,27,6,persuader,Ok you are correct.,acknowledgement,
20180808-015530_429_live,28,6,persuader,I was meaning to offend you.,other,
20180808-015530_429_live,29,6,persuader,I was speaking for all people including myself.,other,
20180808-015530_429_live,30,6,persuader,Lets look at in another way..,other,
20180808-015530_429_live,31,6,persuader,IN 2018 alone 1000 children were reportedly killed or injured in violence.,emotion-appeal,
20180808-015530_429_live,32,6,persuader,Most of these children have grown up facing the threat of daily violence.,emotion-appeal,
20180808-015530_429_live,33,6,persuader,YOu donation is going to help address these problems.,logical-appeal,
20180808-015530_429_live,34,6,persuadee,.60 still sounds good to me.,,provide-donation-amount
20180808-015530_429_live,35,6,persuadee,Lets leave it at that.,,negative-reaction-to-donation
20180808-015530_429_live,36,7,persuader,"Thank you I am not trying to get you to donate any more than that, I just want you to realize what a great impact you will be making on the world..",thank,
20180808-015530_429_live,37,7,persuader,I also want to assure you that Save the Children Makes huge impact on childrens lives internationally.,credibility-appeal,
20180808-015530_429_live,38,7,persuader,They are extremely professional and your donation will go to a trustable fund.,credibility-appeal,
20180808-015530_429_live,39,7,persuader,SO one last time how much exactly would you like to donate to the charity now?,ask-donation-amount,
20180808-015530_429_live,40,7,persuadee,.60 firm.,,provide-donation-amount
20180808-015530_429_live,41,7,persuadee,Pushiness does not make for a good salesperson.,,negative-reaction-to-donation
20180808-015530_429_live,42,8,persuader,Im sorry if i am coming off that way.,other,
20180808-015530_429_live,43,8,persuader,That is not my intention.,other,
20180808-015530_429_live,44,8,persuader,I simply want you to know what a great thing you are doing by donating and that your donation of 0.60 is going to help so many.,logical-appeal,
20180808-015530_429_live,45,8,persuader,The research team will collect all donations and send it to save the children ..,donation-information,
20180808-015530_429_live,46,8,persuader,Thank you again,thank,
20180808-015530_429_live,47,8,persuader,I am sorry i took so much of your time.,other,
20180808-015530_429_live,48,8,persuader,Your donation of 0.60 will be deducted from your task payment.,donation-information,
20180808-015530_429_live,49,8,persuadee,Thank you and I do not want to be rude but I am straight talking person,,thank
20180808-015530_429_live,50,9,persuader,no problem thank you for donation 0.60 to save the children,thank,
20180808-015530_429_live,51,9,persuader,Have a great day,closing,
20180808-015530_429_live,52,9,persuadee,You also have a good day,,closing
20180808-024552_152_live,0,0,persuader,Hello how are you doing,greeting,
20180808-024552_152_live,1,0,persuadee,I'm doing ok,,greeting
20180808-024552_152_live,2,1,persuader,Have you heard of Save the children?,source-related-inquiry,
20180808-024552_152_live,3,1,persuader,it's an organization that helps support kids impacted by warzone violence,credibility-appeal,
20180808-024552_152_live,4,1,persuadee,Can't say I have,,negative-to-inquiry
20180808-024552_152_live,5,2,persuader,They are a good group.,greeting,
20180808-024552_152_live,6,2,persuader,Last week CNN talked about the genocides starting in syria,credibility-appeal,
20180808-024552_152_live,7,2,persuadee,That doesnt sound very good,,neutral-reaction-to-donation
20180808-024552_152_live,8,3,persuader,It's awful.,other,
20180808-024552_152_live,9,3,persuader,ESpecially since children are being specifically targeted for rape and torture.,emotion-appeal,
20180808-024552_152_live,10,3,persuader,Some are being sold to ISIS,emotion-appeal,
20180808-024552_152_live,11,3,persuadee,Always with ISIS.,,neutral-reaction-to-donation
20180808-024552_152_live,12,3,persuadee,Why can't people just help each other out?,,neutral-reaction-to-donation
20180808-024552_152_live,13,4,persuader,Right?,acknowledgement,
20180808-024552_152_live,14,4,persuader,"Save the Children, the organization i mentioned before has been helping out a lot in the region.",credibility-appeal,
20180808-024552_152_live,15,4,persuader,They have been saving 250 kids/week.,credibility-appeal,
20180808-024552_152_live,16,4,persuader,They want to do more but lack funding,credibility-appeal,
20180808-024552_152_live,17,4,persuadee,"I think lack of funds is always a moot point, because there's never enough",,positive-reaction-to-donation
20180808-024552_152_live,18,5,persuader,"True, but nothing and something are pretty different things.",emotion-appeal,
20180808-024552_152_live,19,5,persuader,Especially to a kid that is facing a future as a sex slave.,emotion-appeal,
20180808-024552_152_live,20,5,persuader,I donated a couple bucks last week.,self-modeling,
20180808-024552_152_live,21,5,persuader,It seemed grimy not to,other,
20180808-024552_152_live,22,5,persuadee,"Fair enough, but not everyone has the means to give",,negative-reaction-to-donation
20180808-024552_152_live,23,6,persuader,"That's true, not everyone has the means to give.",acknowledgement,
20180808-024552_152_live,24,6,persuader,But I think most can donate a dollar,foot-in-the-door,
20180808-024552_152_live,25,6,persuadee,"Ah, yes, the ""if everyone gave a dollar"" argument.",,acknowledgement
20180808-024552_152_live,26,6,persuadee,It is what gave birth to the whole crowdfunding platform.,,other
20180808-024552_152_live,27,7,persuader,It's not an argument.,other,
20180808-024552_152_live,28,7,persuader,It's a fact that small donations by large numbers of people can have an impact.,logical-appeal,
20180808-024552_152_live,29,7,persuader,The merit of the cause is an entirely different matter?,other,
20180808-024552_152_live,30,7,persuadee,"Indeed, but how do we know the donation aren't simply buying another yacht for an executive?",,negative-reaction-to-donation
20180808-024552_152_live,31,8,persuader,"A review of the tax exempt paperwork and financial statements, which are available for all tax exempt organizations, can help you weed out good from bad.",credibility-appeal,
20180808-024552_152_live,32,8,persuader,Save The Children is transparent,credibility-appeal,
20180808-024552_152_live,33,8,persuadee,"Maybe, but financial statements are always ""summaries"" and not everyone is fluent in legalese",,negative-reaction-to-donation
20180808-024552_152_live,34,9,persuader,"I think you sell people short, especially since we are talking about numbers in a table.",logical-appeal,
20180808-024552_152_live,35,9,persuader,People can see where the numbers go.,logical-appeal,
20180808-024552_152_live,36,9,persuader,I'm not sure what 'legalese' you refer to.,logical-appeal,
20180808-024552_152_live,37,9,persuader,And these statements are not summaries.,logical-appeal,
20180808-024552_152_live,38,9,persuader,"They detail how every dollar is spent, as required by law.  =)",logical-appeal,
20180808-024552_152_live,39,9,persuader,How much are you going to donate?,ask-donation-amount,
20180808-024552_152_live,40,9,persuadee,"Unfortunately, I will not be making a donation today.",,disagree-donation
20180808-024552_152_live,41,9,persuadee,"As they say, don't light yourself on fire to keep others warm.",,negative-reaction-to-donation
20180808-024552_152_live,42,10,persuader,"Hmm, hope you don't ever need help one day...",other,
20180808-035431_488_live,0,0,persuader,"Hello, how are you today?",greeting,
20180808-035431_488_live,1,0,persuadee,I'm good.,,greeting
20180808-035431_488_live,2,0,persuadee,What Children's charity would you like to donate money to?,,task-related-inquiry
20180808-035431_488_live,3,1,persuader,"I like to donate, but i have a soft heart for children too.",neutral-to-inquiry,
20180808-035431_488_live,4,1,persuader,"I recently read about ""Save the Children"" and red more about it.",neutral-to-inquiry,
20180808-035431_488_live,5,1,persuadee,Save the Children sounds like a good charity to me as well.,,positive-reaction-to-donation
20180808-035431_488_live,6,2,persuader,Yes I like how they are clear about their financial reports and They are a big organization,credibility-appeal,
20180808-035431_488_live,7,2,persuadee,Clear financial reports are a very good thing.,,positive-reaction-to-donation
20180808-035431_488_live,8,2,persuadee,They work with children all around the world.,,positive-reaction-to-donation
20180808-035431_488_live,9,2,persuadee,Correct?,,task-related-inquiry
