dialogue_id,turn,text,emotion
399,4,"Give me one kilo of those , please . Do you have any fresh plums ?",0
399,5,"Yes , we do . They are eight yuan per kilo .",0
399,6,It's a bit too expensive . We can get it for six yuan in the shop next here .,0
399,7,Take much and you can have them six yuan per kilo .,0
399,8,Sounds reasonable . I'll take three kilos .,4
399,9,OK . It's 22 yuan,4
399,10,Here you are .,4
400,0,"I'm sorry to interrupt you . Please take care not to make a mess while you are selecting goods . If you don't want it , please replace it .",0
400,1,"Oh , I'm terribly sorry . but I couldn't find the yoghurt I saw here last time .",5
400,2,What's the brand ?,0
400,3,San Yuan .,0
400,4,"Oh , it's out of stock at the moment . Why don't you choose another brand instead ?",0
400,5,I'm not used to other brands .,0
400,6,You can have a try . Maybe you will like it .,0
400,7,OK . I hope so .,4
406,0,I found a great school for Junior !,0
406,1,Don't you think it's a little early to be looking for schools ? We haven't even had the baby yet !,0
406,2,We can't be too cautious about these things .,0
406,3,You are going to be such an adorable father ! Tell me about this school .,0
406,4,There is a huge slide on the playground and lots of trees and even a little brook !,0
406,5,What about inside the school ?,0
406,6,There is a library right inside the front door .,0
406,7,I think our child is going to love it !,4
437,0,Good morning .,0
437,1,Good morning . May I help you ?,0
437,2,I want to place a long-distance call to London . Is this the right counter ?,0
437,3,"Yes . Here's a booking form . Please write down the number you wish to call , the name of the person you want to talk to , and your own name for our reference .",0
437,4,All right . Can you tell me when I will be able to get through ?,0
437,5,It's hard to say . It depends on how busy the lines are . Please take a seat over there . We'll try to put you through as soon as possible .,0
437,6,Thank you .,4
438,0,May I help you ?,0
438,1,Yes . I'd like to send this parcel to Changchun .,0
438,2,How do you want to send it ?,0
438,3,I guess I'll send it by airmail .,0
438,4,Is there anything valuable ?,0
438,5,"No , there are only some vases .",0
438,6,They are fragile articles . They must be packed in a proper strong box . Your light cardboard box won't do .,0
438,7,Have you got boxes for sale ?,0
438,8,Yes .,0
438,9,Is it all right this time ?,0
438,10,Yes . Now fill in two customs declarations and one despatch note in English . You'll have to take your parcel to the next window for examination when you have completed the forms .,0
438,11,OK .,0
438,12,Have you written down your return address ?,0
438,13,"Yes , I have .",0
443,0,I want to have this photo enlarged .,0
443,1,What size do you want it to be ?,0
443,2,I want to have it the size of a page from an ordinary book .,0
443,3,"Oh , I see , that's the size of 12 x 18cm . How many prints do you want to have ?",0
443,4,One is OK . How much does it cost ?,0
443,5,Let me see . Eleven yuan .,0
443,6,Here's twenty yuan .,0
443,7,This is your change .,0
450,0,I'd like to return this radio .,0
450,1,Okay . Do you have your receipt ?,0
450,2,I lost it .,0
450,3,"I am sorry , but you need a receipt for a refund .",5
450,4,But I purchased it yesterday .,0
450,5,Perhaps you would like to talk to customer service .,0
450,6,"Well , that's a start , I guess .",0
450,7,They're right upstairs .,0
450,8,That sounds good . I'll take the escalator .,4
450,9,Good luck . I hope someone can help you .,4
478,0,One of my students told me she was very depressed today .,0
478,1,Why ?,0
478,2,Her father is dying .,0
478,3,"Oh , that ’ s very sad .",5
478,4,"Yeah , she ’ s broken up about it , poor kid .",0
478,5,What did you do ?,0
478,6,"I talked to her for a while , but she ’ s really depressed . So , I made an appointment with the school counselor for her .",0
478,7,That ’ s a good idea . The counselor is a psychologist . He ’ s better trained to handle these sorts of things .,0
478,8,"Yeah , that ’ s what I told her . I ’ m glad she ’ s reaching out for help , instead of trying to deal with this on her own .",4
478,9,"Yeah , me too .",4
484,0,Damn Scott . You got big .,0
484,1,"Yeah , I've been working out a lot .",0
484,2,How long have you been lifting weights ?,0
484,3,For a year and a half .,0
484,4,"Yeah . Last time I saw you , it was like 2 years ago .",0
484,5,Has it been that long ?,0
484,6,How often do you go to the gym ?,0
484,7,I usually go every other day for about 3 hours .,0
484,8,That's a lot .,0
484,9,"Yeah , I used to work out for an hour a day 4 times a week , and I saw no results . This is what you have to do to get noticeable results .",0
484,10,I don't think I have the discipline for that .,0
484,11,Just think of it as a hobby . Then it's actually fun .,0
491,0,Excuse me . Can you tell me where the Wal-Mart supermarket is ?,0
491,1,Turn right at the second crossing and then go straight for two blocks .,0
491,2,Is it far from here ?,0
491,3,"No , it ’ s only ten-minute's walk .",0
491,4,Thanks a lot .,4
491,5,You ’ re welcome .,4
517,0,"Good evening , sir . Are you ready to order now ?",0
517,1,Yes . I'd like to try Chinese food . But I don't know anything about it .,0
517,2,"Chinese food is divided into eight big cuisines , such as Cantonese food , Sichuan food , Fujisan food , etc . Our restaurant is famous for Sichuan style .",0
517,3,Is there any difference between Cantonese food and Sichuan food ?,0
517,4,Yes . Cantonese food is lighter while Sichuan food is spicy and hot .,0
517,5,Really ? I like hot food . Can you make a few suggestions ?,0
517,6,How about the eggplant and minced pork in dry red chili sauce and the ' Tofu ' beancurd ? They are our specialties .,0
517,7,OK . I ’ ll have them . Is there any soup ?,0
517,8,Yes . Sour soup of Sichuan style . It's our chef ’ s recommendation .,0
517,9,That ’ s fine . I'll have a try .,0
517,10,"Sir , your dish will take 5 minutes to prepare . While waiting , would you like anything to drink ?",0
517,11,"Martini , please .",0
517,12,"OK , sir . We'll try our best to serve you as soon as possible .",0
531,0,How much is this shirt ?,0
531,1,80 yuan .,0
531,2,"It's rather expensive , isn't it ?",0
531,3,It's a bit . But I can give you a discount .,0
531,4,How about 50 yuan ?,0
531,5,No . I'm afraid the price is too low .,5
531,6,"Then let's split the difference and I'll give you 60 yuan , OK ?",0
531,7,"I'm sorry , but I think you should give me no less than 65 yuan .",0
531,8,All right .,0
535,0,May I help you ?,0
535,1,This dress is beautiful . May I try it on ?,0
535,2,I'm afraid you can't .,5
535,3,What is the material of this dress ?,0
535,4,It's 100 % cotton .,0
535,5,That's good . Can you give me a reduction ?,0
535,6,It's already reduced 20 % .,0
535,7,Do you have any cheaper ones ?,0
535,8,Yes . Please come this way .,0
543,0,Gary . Could you type up this report for me ? I have to take off early this afternoon .,0
543,1,Sure . Just leave it to me . I'll finish it .,4
545,0,How can I help you ?,0
545,1,"well , I'm looking for some summer clothes .",0
545,2,"Oh , it is the right time for you purchasing in our clothes shop . We are now having a low price on all our summer apparel .",0
545,3,Really ? What's that ?,0
545,4,Everything for summer is 20 % off .,0
545,5,I like this T-shirt . Would you like to help me look for any skirts that go with it ?,0
545,6,Sure . We have both skirts and trousers that would look well with the T-shirt . Look at this section .,4
545,7,This one is good .,4
545,8,You have good taste . It is very much in style this year .,4
545,9,I'll take this one . How much are they ?,0
545,10,160 yuan .,0
545,11,Here you are .,0
569,0,May I help you ?,0
569,1,"I'm just browsing , thanks .",0
569,2,We're on clearance sale now . Prices have up to twenty percent off . Do not miss the chance .,0
569,3,"Well , how about fifty percent discount ? If so , I'll buy that fur coat .",0
569,4,"Madam , you know we ’ re clearing out stock now . It ’ s a real bargain .",0
569,5,So won ’ t you come down any more ?,0
569,6,"Thirty percent discount , OK ? That ’ s the lowest price .",0
572,0,"Hello , Pauline ’ s Furniture Store , Faye speaking . How may I help you ?",0
572,1,"Hello , I ordered a dining table last week . The order arrived today , but there are several scratches on the surface of the table . I would like to exchange it .",0
572,2,I ’ m terribly sorry about that . We could take it back and deliver a new one to you early next week . Would that suit you ?,0
572,3,"Well , I'm hosting a dinner party this weekend . Couldn ’ t you make it any sooner ?",0
572,4,"Please hold on , I'll just check with the delivery department .",0
572,5,"OK , thank you .",4
573,0,Good morning . Venus Real Estate Agency .,0
573,1,Good morning . I'm calling to ask if you have a vacant apartment .,0
573,2,Do you have any particular type of apartment in mind ?,0
573,3,I prefer a one-bedroom apartment .,0
573,4,Are you renting it alone or with company ?,0
573,5,I'll share it with one of my friends . What ’ s in a one-bedroom apartment ?,0
573,6,"A one-bedroom apartment has one bedroom , a living room , a kitchen and a bathroom .",0
573,7,Is there any furniture ?,0
573,8,"No , but a fridge and a stove .",0
573,9,It sounds wonderful . Do I have to sign a lease ? How much should I pay ?,4
573,10,"Yes , it ’ s a one-year lease . And $ 200 a week with one month refundable deposit .",0
573,11,When can I come over ?,0
573,12,Would Friday morning be alright ?,0
573,13,OK . Good-bye .,4
573,14,Good-bye .,4
617,0,Can you show me how to use chopsticks ?,0
617,1,With pleasure .,4
617,2,"Oh , it is not easy to learn !",0
617,3,I think you are a quick learner .,0
617,4,"Well , I don't think I can manage with it .",0
617,5,"In that case , shall I ask the waiter to bring you a knife and fork ?",0
617,6,"That's good , thank you .",4
622,0,I think we should do the floors before we work on the curtains and walls .,0
622,1,"Why ? it doesn't make sense . If we do the floors first , and then paint the walls , we will get paint all over our new floor .",6
622,2,"Hmm Maybe you're right . But I can't stand all this green carpet here . And besides , I know how to paint . I will just cover everything with drop cloth . I won't get anything on the floor .",0
622,3,Are you sure ?,0
622,4,"Yes , I'm sure I've done a lot of house painting in my life . And my mother was very picky . If I got even a tiny drop of paint on her furniture , she would get furious . So I learned to be very careful .",0
622,5,Alright . Then maybe we can do the floor first . These wood floors under this carpet are beautiful . And me too — — I can't wait to get all this old carpet out of here . But how can we get it out ? Do we have to hire someone ?,0
622,6,Absolutely not . We can remove the carpet ourselves . Carpet is held down with carpet nails . You just need to pull it hard and it will come up .,0
622,7,"Great . Then , after we remove the carpet , we need to redo all the wood floors . Right ?",4
622,8,Yes . But we should hire someone for that . That will probably be expensive . And it has to be done right .,0
622,9,"And then , after the floors are done , we can start to move our furniture in .",0
622,10,"Sure . If we can get an appointment with someone to do the floors , we should probably be able to have the furniture in here after a week or so . I can get all the carpet out this weekend .",4
633,0,Nowadays fewer and fewer people go to the movie theaters to see films . So I am afraid that the film studios are really getting hard time to survive .,0
633,1,"What you said is true . But the film producers there are more flexible ways to get more audience . For example , to make more movie Ccds , so people will spend money buying them .",0
633,2,But it is true that cinemas are losing the attraction they used to have in the past .,0
633,3,"Yes . Take myself for example . I seldom go to cinemas , but it doesn't mean I no longer see films ; instead , I see films at home-watching Ccds .",0
648,0,"It's located in the suburbs ? Well even though that sounds like a steal , I really want something downtown .",0
648,1,OK . Well the problem is that the apartments in the heart of the city are usually more expensive .,0
648,2,"I know , that's my problem . What do you think I should do ?",0
648,3,"Well , maybe you could get a two-bedroom apartment downtown and share the rent with a roommate .",0
648,4,"Oh , great idea !",4
651,0,"Good evening , Yanking Restaurant .",0
651,1,"Could I reserve a table for Saturday , September 16th at 8: 00 p . m . ?",0
651,2,"Certainly , sir . For how many people , please ?",0
651,3,"For two people . We would like a quiet table , please .",0
651,4,"Of course . May I have your name , please ?",0
651,5,This is Mr . William .,0
651,6,"Can you spell that , please ?",0
651,7,William . W-I-L-L-I-A-M .,0
651,8,"Thank you , Mr . William . Goodbye .",4
665,0,"Miss , would you like to try this free sample of our new suntan cream ?",0
665,1,"Sure , why not ?",4
665,2,This is a new product of company this year . It's oil-free .,0
665,3,I see . It feels very light on the skin .,4
665,4,It gives your skin a very natural healthy look .,0
665,5,"I like the cool smell , too .",4
671,0,"So click here , then up to the top .",0
671,1,Er ... Hum ... Got it .,0
671,2,"Then open that window . Yeah , that one .",0
671,3,Right !,0
671,4,And that's it . You're done .,0
671,5,I see what you mean . That was pretty easy after all .,4
697,0,"Hi Steve , it's nice to meet you . I hear that you're looking for an apartment , and I just rented a two-bedroom downtown . I'm looking for a compatible roommate .",0
697,1,"Great , I'm looking for a place right in that area . Your apartment sounds ideal .",0
697,2,"Alright . So tell me , how would you describe yourself ?",0
697,3,"I'm pretty social and outgoing , and I like making new friends . But I'm not a party animal , and I like to keep the apartment clean .",0
697,4,"I'm like that too . I like to invite friends over sometimes , but I don't want to have lots of crazy parties at the apartment .",0
702,0,"Good coming , sir .",0
702,1,Good morning .,0
702,2,Would you mind moving to the middle of the bus ?,0
702,3,Of course not . But I don't know when to get off .,0
702,4,Where are you going ?,0
702,5,I'm going to Wangfujing .,0
702,6,Don't worry . I'll let you know when we get there .,0
702,7,Thank you very much .,4
757,0,What would you like to eat ?,0
757,1,I'd like to eat a bowl of dumplings .,0
757,2,Would you care for some soup ?,0
757,3,Yes . But I prefer a bit salty soup .,0
757,4,Do you like egg soup or mutton soup ?,0
757,5,Egg soup is OK .,0
757,6,Is there anything else ?,0
757,7,I'd like a bottle of juice .,0
757,8,I'll get them back right away .,4
765,0,Waiter .,0
765,1,Would you like anything else ?,0
765,2,"No , thanks . Please bring us the bill .",0
765,3,All right . And do you want to separate bills or just one single bill ?,0
765,4,"Separate bills , please .",0
765,5,Here is your bill . It comes to 80 yuan . And yours is 60 yuan .,0
765,6,Here you are . Thank you,4
834,0,Excuse me ! Does this bus go to the railway station ?,0
834,1,"No , You're got on the wrong bus . You can take a No . 22 bus at the University station and then transfer to a No . 83 bus at the railway station .",0
834,2,OK ! Thank you very much !,4
835,0,May I take your order now ?,0
835,1,Yes . Do you have any specials today ?,0
835,2,I recommend the roast pork chops .,0
835,3,I have never tasted that . I would like to have a try today .,0
839,0,"Excuse me , could I have a menu please ?",0
839,1,Here you are .,0
839,2,I want to try the local specialty . Can you recommend me some ?,0
839,3,Sure . I think filet steak will be a good choice . It's the best local food .,0
839,4,"Fine , bring us double .",0
858,0,"Waiter , please bring me some toast .",0
858,1,Sure . What kind of toast do you like ?,0
858,2,Pardon ?,0
858,3,"We have white toast , whole wheat toast and rye toast .",0
858,4,"I see , bring me the whole wheat toast .",0
858,5,Anything to drink ?,0
858,6,"Milk , please .",0
862,0,"Excuse me , I ordered the well-done steak , but this one is so tough .",0
862,1,"Well , sir , I think I have made a mistake . I will take it back to the kitchen right now .",5
862,2,I think you should be more careful next time .,0
862,3,"Yes , sir . I'm really so sorry about that .",5
888,0,"Wow , what a cool car ! The styling of this car really appeals to me .",4
888,1,"Yes , this is a very popular car .",0
888,2,I want to buy it . How much does this car cost ?,0
888,3,"The car is beautiful , isn't it ? Come on inside and we'll discuss the price .",0
888,4,You can tell me here . I just want to know the price .,0
888,5,"50000 yuan ' What a deal ! That will , of course , include tax , licence , and registration fee .",0
888,6,"I appreciate your help , but I think I'll look around a bit .",0
888,7,Then what price would be fair to you ?,0
888,8,I think that 30000 yuan would be fair for this car .,0
888,9,I can see that you are a smart buyer . Forty thousand is my best price .,0
888,10,Can't you make it cheaper ? I still can't afford the car .,0
888,11,38000yuan is my final offer .,0
888,12,Hum ... OK . I will take it .,4
903,0,How do you like you dishes today ?,0
903,1,"Not so delicious as before , but it's fine . The soup is tasty but the meat is a little tough .",0
903,2,I am sorry for that . We will improve the dishes next time .,5
997,0,Excuse me . You can't leave your car here .,0
997,1,"Oh , but I Just want to pick up a package . It won't take long .",0
997,2,I'm afraid you'll have to find a parking meter .,5
997,3,Can I park here just for a second ?,0
997,4,"No , sir . I'm sorry you can't .",5
1023,0,Waiter !,0
1023,1,"I'll be with you in a second . Uh ... Yes , ma'am ?",0
1023,2,This is not what I asked for . I'm afraid .,5
1023,3,"Oh , I'm so sorry . May I ask what you ordered again ?",5
1023,4,"Yes . What I ordered is roast beef , not roast beef sandwiches .",0
1026,0,Hey ! Taxi .,0
1026,1,"Where are you heading , sir ?",0
1026,2,Capital Airport .,0
1026,3,What's your flight time ?,0
1026,4,At 7:50 .,0
1026,5,I guess we should get there no later than 7:00 .,0
1026,6,How long is the ride from here then ?,0
1026,7,"Well , since it's rush hour , I'd say the ride would take about thirty minutes , more or less.Is that okay ?",0
1026,8,"Yes , that'll be fine . How much is this going to cost ?",0
1029,0,"What can I do for you , sir ?",0
1029,1,What have you got this morning ?,0
1029,2,"Fruit juice , cakes and refreshments , and everything .",0
1029,3,"I'd like to have a glass of tomato juice , please .",0
1029,4,"Any cereal , sir ?",0
1029,5,"Yes , a dish of cream of wheat .",0
1029,6,And eggs ?,0
1029,7,"Yes , bacon and eggs with buttered toast . I like my bacon very crisp .",0
1029,8,How do you want your eggs ?,0
1029,9,"Fried , please .",0
1029,10,"Anything more , sir ?",0
1029,11,"No , that's enough . T hank you .",4
1052,0,It's time to get up !,0
1052,1,I just went to bed !,6
1052,2,You shouldn't have stayed up so late watching TV . I told you we had to get an early start .,0
1052,3,"I know , but that movie was just too good to leave . I guess I'll just have to pay the price and be sleepy .",0
1052,4,Do you want to eat breakfast here ?,0
1052,5,"No , Why don't we just grad a bite at the coffee shop next door ?",0
1052,6,Okay by me .,0
1053,0,Can I have the roll of film developed here ?,0
1053,1,Surely of course .,0
1053,2,Here is the film . Can I get my pictures tomorrow ?,0
1053,3,Sure .,0
1053,4,Besides I want two copies of all the photos .,0
1063,0,"Sir , how can I help you ?",0
1063,1,I'd like a one-inch photo for my interview .,0
1063,2,"OK , please take a seat . Look at here . Head up . Done .",0
1063,3,I want to fetch them in 3 days .,0
1067,0,Forest Restaurant . What can I do for you ?,0
1067,1,May I make a reservation ?,0
1067,2,Of course . At what time ?,0
1067,3,The four of us will be there at 7:00 this evening .,0
1067,4,"OK , sir . We are looking forward to your arrival .",4
1071,0,Excuse me .,0
1071,1,Yes ?,0
1071,2,Could you tell me where the copy room is ?,0
1071,3,Sure . You just walk down this hallway . The copy room is the second room on the right .,0
1087,0,"Can you help me , please ?",0
1087,1,"Sure , if I can",0
1087,2,I want to send this small parcel to Canada .,0
1087,3,By airmail or seamail ?,0
1087,4,How different are these rates ?,0
1087,5,"Your parcel weights 420 grams . So it is 21.3 dollars by air , or 6.9 dollars by sea .",0
1087,6,How long it will take by sea ?,0
1087,7,About a month .,0
1087,8,"Then , by sea , please .",0
1087,9,"Please fill out this form , and then take your parcel to the counter on my left-hand side .",0
1087,10,All right . Thank you very much .,4
1087,11,Not at all .,4
1112,0,What's the special today ?,0
1112,1,' All-you-can-eat ' dinner special .,0
1112,2,I don't like to .,0
1112,3,Do you care for seafood ?,0
1112,4,"Yes , I'm very fond of seafood .",0
1112,5,Which seafood do you prefer ?,0
1112,6,I'd like to have red cooked sea cucumber .,0
1112,7,Is there anything else you would like to have ?,0
1112,8,"Bring me an assorted cold dish , please .",0
1112,9,Would you care for beverage ?,0
1112,10,"No , thanks . I'm fine .",0
1112,11,What would you like to drink ?,0
1112,12,A bottle of champagne .,0
1120,0,"May I have a menu , please ?",0
1120,1,Of course .,0
1120,2,Could you tell me how this thing is cooked ?,0
1120,3,Lobster ? It is steamed and served with our special sauce .,0
1120,4,Is it good ?,0
1120,5,Sure . It is a most popular dish .,0
1120,6,"I think I will try some lobster , and give me some green salad together .",0
1127,0,Can you make a suit for me to order ?,0
1127,1,Certainly . Come and choose the cloth .,0
1127,2,"By the way , what's the charge for the tailoring ?",0
1127,3,$ 150 including the cloth .,0
1133,0,"Good morning sir , I come to fetch me suit .",0
1133,1,Sure . May I see your receipt ?,0
1133,2,Here you are .,0
1133,3,That's right . Try it on .,0
1133,4,"Well , I think the waist is a little tight and the sleeves are too long .",0
1133,5,Really ? Let me see .,0
1137,0,"May I help you , sir ?",0
1137,1,Yes . I would like a pair of black leather shoes in size 25 .,0
1137,2,Please try these on .,0
1137,3,The tip is rather narrow .,0
1137,4,I will bring you a larger size .,0
1157,0,Is there something I can help you with ?,0
1157,1,"No , I'm just browsing . Thanks anyway .",4
1157,2,Ok .,0
1161,0,"Waiter , can you come here for a moment ?",0
1161,1,"Yes , is there something wrong ?",0
1161,2,I'm afraid you've made a mistake . This isn't what I ordered .,5
1161,3,"So sorry , I must have confused the orders . I'll check it .",5
1161,4,And also this soup is cold .,0
1161,5,"I'm really sorry , I'll bring you a hot one right away .",5
1166,0,Can I try this lipstick ?,0
1166,1,Sure . Here is the mirror .,0
1166,2,"Well , I don't quite like the smell .",0
1166,3,What about this one ? It's natural ingredients .,0
1166,4,I like the color .,4
1170,0,Would you make me a dust coat out of this serge ?,0
1170,1,Sure.Let me measure for you .,0
1170,2,What's the charge ?,0
1170,3,$ 200 . The delivery time is 2 weeks .,0
1170,4,OK.thank you .,4
1171,0,"Peter , listen to the lyrics of this song .",0
1171,1,What's so special about this song ?,0
1171,2,It's from the musical that is so popular in New York right now . Do you like it ?,0
1171,3,Not very much . It sounds too emotional to me .,0
1171,4,"That's why it is so popular . It was recorded by Barbara Tutin . I've heard that when she sang this song on stage the opening night , she created quite a sensation .",0
1171,5,I'm afraid my association with Broadway musicals is rather limited .,0
1171,6,"Well , then , you need an introduction . The school drama club is putting on a musical production . How about going together ?",0
1171,7,I have a better idea . Let's go to a jazz concert and I'll give you an education in jazz .,0
1177,0,Are you ready to order ?,0
